"id_port"|"deleted_by"|"deleted_date"|"is_deleted"|"created_by"|"created_date"|"changed_by"|"changed_date"|"active_status"|"address"|"avg_berth_time"|"city_regency"|"code"|"cruise_line_length"|"cruise_line_width"|"flag_data_source"|"flag_pioneer"|"flag_ppss"|"fresh_water"|"freshwater_delivery_method"|"fuel"|"height_at_high_tide"|"height_at_low_tide"|"latitude"|"longitude"|"max_berth_time"|"min_berth_time"|"number_of_berth"|"phone"|"pic_local"|"pilot_ship"|"port_code"|"port_name"|"province"|"pumping_rate"|"timezone_offset"|"tugboat"|"utc"|"wharf_depth"|"wharf_length"
"3349ad05-b76a-47d2-ae53-83e0b2b457ab"|||false|Admin|2023-08-01 12:00:20.654||2023-08-02 01:00:03.111|true|Request Tambahan dari mas Agung||LUWU TIMUR|"891"|||PELNI|N|Y|NOT_KNOWN|||||None|None||||"00"||NOT_KNOWN|AGU|Awerange/Barru|SULAWESI SELATAN||8|NOT_KNOWN|||
"13c7b8da-0c67-4944-9c46-5168574c909f"|||false|Admin|2023-08-01 12:00:20.736||2023-08-02 01:00:03.155|true|||MANGGARAI|"672"|||PELNI|N|Y|NOT_KNOWN||||||||||||NOT_KNOWN|REO|Reo|NUSA TENGGARA TIMUR||8|NOT_KNOWN|||
ca64bb78-97b1-476d-840e-8bbe475ff906|||false|Admin|2023-08-01 12:00:20.686||2023-08-02 01:00:03.123|true|Jalan Adi Sucipto, Alak, Kupang, Kota Kupang, Nusa Tenggara Timur||KUPANG|"681"|||PELNI|Y|Y|NOT_KNOWN|-||||None|None||||"081319614123"|AKHMAD SYAFRAN|NOT_KNOWN|TQP|Kupang|NUSA TENGGARA TIMUR||8|NOT_KNOWN||-|-
b2811ee3-48f4-41a3-b82a-bcd88ef3233c|||false|Admin|2023-08-01 12:00:20.671||2023-08-02 01:00:03.114|true|Jl. D.I. Panjaitan No. 19, Ambon 97124||AMBON|"946"|24140.00|1000.00|PELNI|Y|Y|AVAILABLE|Selang Dermaga||3.00|5.00|-3.6942|"128.177"||||"081344242587"|OSKAR|NOT_KNOWN|AMQ|Ambon|MALUKU|100.00|9|AVAILABLE||"6 - 10 meter"|Dermaga Yos Sudarso = 576 meter; Dermaga Slamet Riyadi = 300 meter
"671a506b-187c-4273-808f-84ca5a2bc8c5"|||false|Admin|2023-08-01 12:00:20.674||2023-08-02 01:00:03.116|true|""||BANGGAI|"868"|0.50|100.00|PELNI|Y|Y|AVAILABLE|Pipa Dermaga||2.00|4.00|-0.94963|"122.793"||||"081232349076"|DUTA KUSUMA PUTRA|NOT_AVAILABLE|LUW|Luwuk|SULAWESI TENGAH|10.00|8|NOT_AVAILABLE||"8 - 10 meter"|"100 meter"
"6ab1ca09-de32-4015-a5aa-07a51eb8c246"|||false|Admin|2023-08-01 12:00:20.677||2023-08-02 01:00:03.118|true|Jl. R.E. Martadinata,sungai Harapan, Kecamatan  Sekupang,Kabupaten/Kotamadya||BATAM|"256"|0.00|0.00|PELNI|Y|Y|AVAILABLE|"0"|||0.00|"1.08207"|"103.936"||||"081390841444"|AGUS SUPRIJATNO S.|AVAILABLE|BUR|Batam/Batu Ampar|KEPULAUAN RIAU|0.00|7|NOT_KNOWN||"0"|"0"
"9d79dfde-0237-4b7a-9a6d-61b918d04527"|||false|Admin|2023-08-01 12:00:20.680||2023-08-02 01:00:03.120|true|Serui Kota, Yapen Sel., Kabupaten Kepulauan Yapen, Papua 98215||GORONTALO|"841"|||PELNI|Y|Y|NOT_KNOWN|-||||"0.50442"|"123.06"||||"081230445865"|M. BEST DONGORAN, S.AP.|NOT_KNOWN|GTO|Gorontalo|GORONTALO||8|NOT_KNOWN||"15 m"|"119 m"
c672024c-821d-4c32-b162-612017b50b4c|||false|Admin|2023-08-01 12:00:20.683||2023-08-02 01:00:03.122|true|""||GRESIK|"590"|||PELNI|N|Y|NOT_KNOWN|||||None|None||||""||NOT_KNOWN|BWN|Bawean|JAWA TIMUR||7|NOT_KNOWN|||
b166ff1e-a3f6-4899-a4f4-27f7ad076b6a|||false|Admin|2023-08-01 12:00:20.689||2023-08-02 01:00:03.125|true|Jl. Siliwangi no 24 Manokwari||MANOKWARI|"972"|1.00|830.00|PELNI|Y|Y|NOT_KNOWN|Pipa di dermaga||1.10|1.50|-0.86889|"134.073"||||"082189494117"|DJUNAEDI IDRUS|NOT_KNOWN|MKW|Manokwari|PAPUA BARAT|50.00|9|NOT_KNOWN||"9 - 10 meter"|"330 meter"
"7fce1b97-29ae-42e7-ac8f-4523753e527b"|||false|Admin|2023-08-01 12:00:20.692||2023-08-02 01:00:03.127|true|Pulau Sumba, Nusa Tenggara Tim., Kabupaten Sumba Timur, Nusa Tenggara Tim.||SUMBA TIMUR|"685"|350.00|350.00|PELNI|Y|Y|AVAILABLE|Pipa||3.00|3.00|-9.63848|"120.251"||||"0387-61665"|-|NOT_AVAILABLE|WGP|Waingapu|NUSA TENGGARA TIMUR||8|NOT_AVAILABLE||"14 m "|"150 m"
"0467b2dd-8e24-4a3d-877f-0aa08e25ce95"|||false|Admin|2023-08-01 12:00:20.695||2023-08-02 01:00:03.129|true|Jln. Yos Sudarso No.9. Tarakan Timur Kalimantan Utara 77125|||"808"|21.00|1.00|PELNI|Y|Y|AVAILABLE|Mobil Tangki ||4.00|6.00|"117.59746"|"3.3301706"||||"082185252201"|WHENDY RICHARD IMKOTTA|AVAILABLE|MLD|Tarakan|KALIMANTAN TIMUR|15.00|8|AVAILABLE||"6,5 - 12 meter"|"380 meter"
"5463607b-dcab-4475-be30-e3a91d051e95"|||false|Admin|2023-08-01 12:00:20.697||2023-08-02 01:00:03.130|true|""||SABU RAIJUA|"697"|||PELNI|Y|Y|NOT_KNOWN|||||None|None||||""||NOT_KNOWN|ISA|Seba, Sabu|NUSA TENGGARA TIMUR||8|NOT_KNOWN|||
"82b1c923-ec01-4b86-b583-150f729fcda7"|||false|Admin|2023-08-01 12:00:20.699||2023-08-02 01:00:03.132|true|Banda Sea, Morowali Utara, Sulawesi Tengah 94971||MOROWALI|"867"|||PELNI|N|Y|NOT_KNOWN|-||||-1.69|"121.893"||||"081232349076"|DUTA KUSUMA PUTRA|NOT_KNOWN|KAN|Kolonedale|SULAWESI TENGAH||8|NOT_KNOWN||"7 m"|"150 m"
cc0756e0-437b-4403-b4c9-14d4bc895620|||false|Admin|2023-08-01 12:00:20.702||2023-08-02 01:00:03.133|true|Jl.Yos Sudarso No.399 Kel.Sidoarjo Kec.Baolan Kab.Toli-Toli||TOLI-TOLI|"861"|212.98|5962.00|PELNI|Y|Y|NOT_KNOWN|Selang Dermaga||1.50|3.00|"120.85339"|"1.2488221"||||"08129434045"|HERI SETIABUDI, S.SOS|NOT_KNOWN|TLI|Toli-toli|SULAWESI TENGAH|50.00|8|NOT_KNOWN||"15 meter"|Dermaga 1 80,40 meter, Dermaga II 50 meter, Dermaga III 37 meter
"713c2da6-4421-47e5-adc1-54b321641969"|||false|Admin|2023-08-01 12:00:20.705||2023-08-02 01:00:03.135|true|Papua Bar. 98362, Wasior I, Wasior, Kabupaten Teluk Wondama, Papua Bar. 98362||TELUK WONDAMA|"981"|||PELNI|Y|Y|NOT_KNOWN|||||-2.72787|"134.503"||||""||NOT_KNOWN|WSR|Wasior|PAPUA BARAT||9|NOT_KNOWN|||
"9c1e061d-9b9f-404d-a4cc-c98db3337a64"|||false|Admin|2023-08-01 12:00:20.707||2023-08-02 01:00:03.136|true|Jl.Dermaga Pelabuhan Namlea Kabupaten Buru Maluku 97571||BURU|"951"|||PELNI|N|Y|NOT_KNOWN|||||-3.27|"127.09"||||""||NOT_KNOWN|NAM|Namlea|MALUKU||9|NOT_KNOWN|||
ddac0441-65ff-4960-b993-87c73ebc2d85|||false|Admin|2023-08-01 12:00:20.710||2023-08-02 01:00:03.137|true|Jl. Hamidah No. 67, Pangkalpinang 10130||BANGKA|"322"|16.75|200.00|PELNI|Y|Y|AVAILABLE|Pipa dernaga||4.90|6.50|-1.62999|"105.733"||||"081299888162"|Sila Selvina|NOT_KNOWN|BLU|Belinyu|KEPULAUAN BANGKA BELITUNG|20.00|7|NOT_AVAILABLE|| Samudra 7 meter|Samudra – 101 m
"3d5dc79e-61ff-4837-a180-d4f58ec35320"|||false|Admin|2023-08-01 12:00:20.712||2023-08-02 01:00:03.139|true|Lompio, Banggai Laut||BANGGAI KEPULAUAN|"908"|||PELNI|N|Y|NOT_KNOWN|Truck Tangki||2.00|4.00|-1.58885|"123.495"||||"081232349076"|DUTA KUSUMA PUTRA|NOT_KNOWN|BGG|Banggai|SULAWESI TENGAH|5.00|8|NOT_KNOWN||"8 - 13 meter"|"300 meter"
b456ed3f-543d-416e-98a2-e835bf4f4bec|||false|Admin|2023-08-01 12:00:20.715||2023-08-02 01:00:03.140|true|||MINAHASA SELATAN|"920"|||PELNI|N|Y|NOT_KNOWN||||||||||||NOT_KNOWN|AUG|Amurang|SULAWESI UTARA||8|NOT_KNOWN|||
"4a1be77c-4d5b-4c03-9186-c49c9049424d"|||false|Admin|2023-08-01 12:00:20.717||2023-08-02 01:00:03.142|true|Babang, Bacan Tim., Kabupaten Halmahera Selatan, Maluku Utara||HALMAHERA SELATAN|"925"|||PELNI|N|Y|NOT_KNOWN|-||||None|None||||"082194361760"|DJASMAN|NOT_KNOWN|BBG|Babang|MALUKU UTARA||9|NOT_KNOWN||"6 - 8 m"|"150 m"
"55596cb8-7e4e-4b06-b557-bee57775e70a"|||false|Admin|2023-08-01 12:00:20.719||2023-08-02 01:00:03.143|true|Jl. Yos Sudarso, Wale, Wolio, Kota Bau-Bau, Sulawesi Tenggara 93717||BAU-BAU|"921"|3.00|3.00|PELNI|N|Y|NOT_KNOWN|Pipa Dermaga||0.50|3.00|-5.45506|"122.61"||||"081280902089"|JUNI SAMSUDIN|NOT_KNOWN|BBM|Bau-Bau/Murhum|SULAWESI TENGGARA|90.00|8|NOT_KNOWN||"12 meter"|DERMAGA 1: 150 METER DERMAGA 2: 224 METER
fa422e2a-605a-4ca7-954b-8e2b08db4bff|||false|Admin|2023-08-01 12:00:20.721||2023-08-02 01:00:03.145|true|Jl. Lasiming No.44 Parepare||PARE-PARE|"892"|3.00|350.00|PELNI|N|Y|NOT_KNOWN|Pipa Dermaga||1.00|3.00|"119.621796"|-4.00225||||"081347056665"|HERMAN HAMID|AVAILABLE|ARE|Pare-Pare|SULAWESI SELATAN|70.00|8|AVAILABLE||"9 meter"|Dermaga Nusantara 280 meter
"3c42cdbb-1dd7-4214-99d3-ffabc2c2a93d"|||false|Admin|2023-08-01 12:00:20.723||2023-08-02 01:00:03.146|true|Jl. Koti, Numbai, Jayapura Sel., Kota Jayapura, Papua 99351||JAYAPURA|"974"|2607.00|500.00|PELNI|Y|Y|AVAILABLE|Pipa Dermaga||0.50|1.50|-2.54|"140.71365"||||"081331762929"|HARIANTO SEMBIRING,SE.|AVAILABLE|DJJ|Jayapura|PAPUA|20.00|9|NOT_AVAILABLE||"8 meter"|"270 meter"
"13ae6ff9-3a38-42f4-bf51-ac03c0492d30"|||false|Admin|2023-08-01 12:00:20.725||2023-08-02 01:00:03.148|true|Jl. Harmin Mursalim SHI, Soahuku, Kec. Amahai, Kabupaten Maluku Tengah, Maluku||MALUKU TENGAH|"952"|||PELNI|Y|Y|NOT_KNOWN|||||-3.328629|"128.91756"||||""||NOT_KNOWN|AHI|Amahai|MALUKU||9|NOT_KNOWN|||
d9545117-0c0d-4757-a620-f92c2885f997|||false|Admin|2023-08-01 12:00:20.727||2023-08-02 01:00:03.149|true|Jl. Sudirman No. 16, Pangkalan Bun/Kumai||KOTAWARINGIN BARAT|"747"|16.00|150.00|PELNI|N|Y|NOT_KNOWN|Pipa Dermaga||1.50|3.00|"111.915886"|-2.6103978||||"085219040405"|ANTONIUS LBN GAOL|AVAILABLE|KUM|Kumai|KALIMANTAN TENGAH|20.00|7|NOT_KNOWN||Max. 6 meter|"100 meter (Cargo)"
"0c87bc40-0218-4bc1-bbd8-3dfff430a3d9"|||false|Admin|2023-08-01 12:00:20.729||2023-08-02 01:00:03.151|true|Karatung, Nanusa, Kabupaten Kepulauan Talaud, Sulawesi Utara||KEPULAUAN TALAUD|"845"|||PELNI|Y|Y|NOT_KNOWN|||||"4.72422"|"127.088"||||""||NOT_KNOWN|KTN|Karatung|SULAWESI UTARA||8|NOT_KNOWN|||
"979da725-6d99-47af-9e0d-f1650ff74414"|||false|Admin|2023-08-01 12:00:20.732||2023-08-02 01:00:03.152|true|Jalan Yos Sudarso No. 337, Pidada, Panjang, Panjang Utara, Kec. Panjang, Kota Bandar Lampung, Lampung 35241||BANDAR LAMPUNG|"395"|||PELNI|Y|Y|NOT_KNOWN|||||None|None||||""||NOT_KNOWN|PNJ|Panjang|LAMPUNG||7|NOT_KNOWN|||
"48e4149c-db11-4979-af3b-c45ee6b94a51"|||false|Admin|2023-08-01 12:00:20.734||2023-08-02 01:00:03.153|true|Jl. Kartini No. 5, Mimika Baru, Timika - Papua||MIMIKA|"983"|11.00|200.00|PELNI|N|Y|NOT_KNOWN|Pakai Truck Tangki||1.00|7.00|-4.80314|"136.77"||||"081344783849"|EDWIN KURNIANSYAH|NOT_KNOWN|PMK|Pomako|PAPUA TENGAH|5.00|9|NOT_KNOWN||"12 meter"|"215 meter"
"0f64cb53-2e97-4fe3-87a0-7b2e77903410"|||false|Admin|2023-08-01 12:00:20.738||2023-08-02 01:00:03.157|true|jl. Pelabuhan No. 1, Tanjung Pandan, Bangka Belitung, 33411||BELITUNG|"336"|0.00|0.00|PELNI|N|Y|NOT_KNOWN|"0"||0.00|0.00|-2.76283|"107.621"||||"081399137010"|INDRIA PRIJATNA|AVAILABLE|TJQ|Tanjung Pandan|KEPULAUAN BANGKA BELITUNG|0.00|7|NOT_KNOWN||-5 s/d -14 m.LWS|"19.850 m (19,85 km)"
be786d38-6e83-4805-b8a7-60dde4fd2699|||false|Admin|2023-08-01 12:00:20.740||2023-08-02 01:00:03.158|true|||SUBANG|"464"|||PELNI|N|Y|NOT_KNOWN||||||||||||NOT_KNOWN|PTM|Patimban|JAWA BARAT||7|NOT_KNOWN|||
b2674a83-0456-4666-893d-7c7522f9232b|||false|Admin|2023-08-01 12:00:20.743||2023-08-02 01:00:03.160|true|Jl. Raya Pelabuhan  No. 9||JAKARTA UTARA|"431"|||PELNI|Y|Y|AVAILABLE|Tersedia||||None|None||||"081399137010"|INDRIA PRIJATNA|AVAILABLE|TPR|Tanjung Priok|DKI JAKARTA||7|AVAILABLE||-5 - (-14) m lws|"16.853 km"
e3d9fa2b-3490-4d3f-9408-281cebb8140b|||false|Admin|2023-08-01 12:00:20.746||2023-08-02 01:00:03.161|true|""||POSO|"840"|||PELNI|N|Y|NOT_KNOWN|||||-1.3818|"120.754"||||""||NOT_KNOWN|PSJ|Poso|SULAWESI TENGAH||8|NOT_KNOWN|||
bd5d57a7-3fec-4c5f-97b2-5d9c448625e0|||false|Admin|2023-08-01 12:00:20.748||2023-08-02 01:00:03.163|true| Jl. Tien Soharto, Nunukan Tim., Kec. Nunukan, Kabupaten Nunukan, Kalimantan Utara 77482|||"809"|2.50|205.00|PELNI|Y|Y|NOT_KNOWN|Pipa Dermaga & Mobil Tangki||4.00|7.00|"117.92812"|"4.255559"||||"081355799957"|ILHAMDA|AVAILABLE|TTK|Nunukan/Tunon Taka|KALIMANTAN TIMUR|15.00|8|NOT_AVAILABLE||"7 meter"|"250 meter"
"5a409201-c60e-4023-8500-55f6997b7a74"|||false|Admin|2023-08-01 12:00:20.750||2023-08-02 01:00:03.164|true|Jalan Pelabuhan Nomor 1, Karimunjawa, Jepara, Jawa Tengah 59455||JEPARA|"496"|||PELNI|N|Y|NOT_KNOWN|-||||-5.834275|"110.44144"||||"08161693341"|INDRA MAULANA|NOT_KNOWN|LKK|Legon Bajak, Karimun Jawa|JAWA TENGAH||7|NOT_KNOWN||"7 m"|"80 m"
"3f3e554e-0f50-43d2-bcd1-0a9d08ba8a25"|||false|Admin|2023-08-01 12:00:20.753||2023-08-02 01:00:03.166|true|Jl. Rahadi Usman No.1, Kendawangan Kiri, Kec. Kendawangan, Kabupaten Ketapang, Kalimantan Barat 78862||KETAPANG|"116"|0.00|0.00|PELNI|N|Y|AVAILABLE|"0"||0.00|0.00|-2.5323|"110.214"||||"0899988162"|Sila selvina|AVAILABLE|KDW|Kendawangan|KALIMANTAN BARAT|0.00|7|AVAILABLE||"0"|"0"
a9dcc099-2fd6-483c-adef-04e59d230dff|||false|Admin|2023-08-01 12:00:20.755||2023-08-02 01:00:03.167|true|Jl. Sultan Abdurrahman No.12, Pontianak 78116, Kalimantan Barat||PONTIANAK|"714"|16.80|80.00|PELNI|Y|Y|NOT_KNOWN|Pipa Dermaga||0.50|1.50|-0.01988|"109.333"||||"085240454186"|IBRAHIM|AVAILABLE|PNK|Pontianak|KALIMANTAN BARAT|40.00|7|AVAILABLE||"7 meter"|"812 meter"
"3e8f594a-bf5a-43ff-aeb5-2bdcc285d0dd"|||false|Admin|2023-08-01 12:00:20.758||2023-08-02 01:00:03.169|true|JL.Ahmad Yani No.70 Sampit Kalimantan Tengah ||KOTAWARINGIN TIMUR|"746"|42.00|50.00|PELNI|N|Y|NOT_KNOWN|VIA PIPA DAN MOBIL TANKI||55.00|2.40|"113.01363"|-2.319677||||"082250067373"|MUHAMAD JABIR, S.SOS|NOT_KNOWN|SMQ|Sampit|KALIMANTAN TENGAH||7|NOT_KNOWN||"5 meter"|"316 METER"
a5e44d1c-a5e0-44de-831f-69aeb13500f7|||false|Admin|2023-08-01 12:00:20.760||2023-08-02 01:00:03.171|true|Jl. Pelabuhan Samudera No. 125, Batulicin, Kotabaru 72211||TANAH BUMBU|"773"|3.00|1.00|PELNI|Y|Y|NOT_KNOWN|Pipa Dermaga PT. Pelindo||4.00|8.00|-3.43229|"116.009"||||"081381263271"|SUDJITO|NOT_KNOWN|SUR|Samudera, Batulicin|KALIMANTAN SELATAN|40.00|8|NOT_KNOWN||"12 meter"|"170 meter"
"5aec424d-b383-4ed5-9dc4-cb14e75ade0a"|||false|Admin|2023-08-01 12:00:20.762||2023-08-02 01:00:03.173|true|Jl. Industri No. 1, Ampenan, Mataram 83114, Nusa Tenggara Barat||LOMBOK BARAT|"651"|3.00|75150.00|PELNI|N|Y|NOT_KNOWN|Pipa Dermaga/Mobil Tangki||2.00|4.00|"116.077774"|-8.728721||||"085338062870"|I.B.A PUTRA KENCANA|AVAILABLE|LMR|Lembar|NUSA TENGGARA BARAT|30.00|8|NOT_AVAILABLE||Nusantara I = 7 meter; Nusantara II = 6 meter; Lokal = 4 meter|Nusantara I = 162,5 meter; Nusantara II = 100 meter; Lokal = 150 meter
"395f3f65-4df6-4716-af13-2d5f0e02bdd7"|||false|Admin|2023-08-01 12:00:20.764||2023-08-02 01:00:03.175|true|""||ROTENDAO|"696"|||PELNI|N|Y|NOT_KNOWN|||||-10.605|"123.232"||||""||NOT_KNOWN|BRO|Baa, Rote|NUSA TENGGARA TIMUR||8|NOT_KNOWN|||
"4da0c5b5-7d67-4f73-bf2d-bf74c67655d9"|||false|Admin|2023-08-01 12:00:20.766||2023-08-02 01:00:03.177|true|JL.Kathedral No. 2 Ende||ENDE|"684"|1.00|1.00|PELNI|Y|Y|NOT_AVAILABLE|Tidak Tersedia||1012.00|78.00|-8.845323|"121.64289"||||"081248094889"|FIRMAN KURNIAWAN SUSANTO|NOT_AVAILABLE|ENE|Ende|NUSA TENGGARA TIMUR||8|NOT_AVAILABLE||"15 - 20 meter"|"180 meter"
"9b6f2f2e-69aa-47e7-b1b4-0426b88406d2"|||false|Admin|2023-08-01 12:00:20.769||2023-08-02 01:00:03.179|true|Jl. Basuki Rahmat No. 60, Larantuka - Flores, Nusa Tenggara Timur||FLORES TIMUR|"687"|17.00|0.50|PELNI|Y|Y|NOT_KNOWN|Tidak ada||2.50|5.00|-8.341486|"122.987854"||||"08197808026"|DAMLI|NOT_AVAILABLE|LKA|Larantuka|NUSA TENGGARA TIMUR||8|NOT_AVAILABLE||"7 - 8 meter"|"200 meter"
"2dccb6d0-1b99-4e5a-a551-0db66b8c34d1"|||false|Admin|2023-08-01 12:00:20.771||2023-08-02 01:00:03.181|true| Lewoleba Utara, Nubatukan, Kabupaten Lembata, Nusa Tenggara Tim.||LEMBATA|"688"|0.00|0.00|PELNI|Y|Y|NOT_KNOWN|"0"||15.00|7.00|-8.3702|"123.405"||||+6281226628945|PANJI YUNIARSYAH|NOT_KNOWN|LWE|Lewoleba|NUSA TENGGARA TIMUR|0.00|8|NOT_KNOWN||"15 meter"|"166 meter"
"8152f25a-afda-482c-ac7d-6055dcf67a5f"|||false|Admin|2023-08-01 12:00:20.773||2023-08-02 01:00:03.183|true|""||TOJO UNA-UNA|"839"|||PELNI|N|Y|NOT_KNOWN|||||None|None||||""||NOT_KNOWN|WAK|Wakai, Togian|SULAWESI TENGAH||8|NOT_KNOWN|||
fae05bc9-d823-45fe-8307-0dc9c6484af3|||false|Admin|2023-08-01 12:00:20.776||2023-08-02 01:00:03.185|true|Jl. Kompleks Pelabuhan Raha||MUNA|"924"|3.00|3.00|PELNI|N|Y|NOT_KNOWN|Mobil Tangki ||1.00|4.00|-4.837368|"122.73694"||||"081280902089"|JUNI SAMSUDIN|NOT_KNOWN|RAQ|Raha|SULAWESI TENGGARA|10000.00|8|NOT_KNOWN||"150 mtr"|"150 mtr"
"6a52fe82-7596-4930-9105-ad1d85049992"|||false|Admin|2023-08-01 12:00:20.778||2023-08-02 01:00:03.187|true|||KEPULAUAN SANGIHE|"829"|||PELNI|N|Y|NOT_KNOWN||||||||||||NOT_KNOWN|KKG|Kahakitang|SULAWESI UTARA||8|NOT_KNOWN|||
cc51f2f5-ed25-4e39-99ad-b107b987f853|||false|Admin|2023-08-01 12:00:20.780||2023-08-02 01:00:03.189|true|""||KEPULAUAN TALAUD|"846"|||PELNI|Y|Y|NOT_KNOWN|||||"5.54868"|"126.582"||||""||NOT_KNOWN|MGS|Miangas|SULAWESI UTARA||8|NOT_KNOWN|||
f97f8a91-f3cf-47fe-8b4e-262b9db3307b|||false|Admin|2023-08-01 12:00:20.782||2023-08-02 01:00:03.191|true|Mahena, Tahuna, Kabupaten Kepulauan Sangihe, Sulawesi Utara||KEPULAUAN SANGIHE|"836"|||PELNI|Y|Y|NOT_KNOWN|||||"3.6025"|"125.499"||||""||NOT_KNOWN|THA|Tahuna|SULAWESI UTARA||8|NOT_KNOWN|||
ec8ec4a4-710f-410f-b2ad-7802b6bf0a39|||false|Admin|2023-08-01 12:00:20.785||2023-08-02 01:00:03.193|true|Lirung Satu, Lirung, Kabupaten Kepulauan Talaud, Sulawesi Utara||KEPULAUAN TALAUD|"844"|||PELNI|Y|Y|NOT_KNOWN|||||"3.94"|"126.7"||||""||NOT_KNOWN|LRG|Lirung|SULAWESI UTARA||8|NOT_KNOWN|||
