"id_port"|"deleted_by"|"deleted_date"|"is_deleted"|"created_by"|"created_date"|"changed_by"|"changed_date"|"active_status"|"address"|"avg_berth_time"|"city_regency"|"code"|"cruise_line_length"|"cruise_line_width"|"flag_data_source"|"flag_pioneer"|"flag_ppss"|"fresh_water"|"freshwater_delivery_method"|"fuel"|"height_at_high_tide"|"height_at_low_tide"|"latitude"|"longitude"|"max_berth_time"|"min_berth_time"|"number_of_berth"|"phone"|"pic_local"|"pilot_ship"|"port_code"|"port_name"|"province"|"pumping_rate"|"timezone_offset"|"tugboat"|"utc"|"wharf_depth"|"wharf_length"
"2dfddcde-0aba-441f-8663-18dfb2297e83"|||false|Admin|2023-08-01 12:00:20.787||2023-08-02 01:00:03.195|true|Nomaha, Pp. Terselatan, Kabupaten Maluku Barat Daya, Maluku||MALUKU BARAT DAYA|"956"|||PELNI|Y|Y|NOT_KNOWN|||||None|None||||""||NOT_KNOWN|KXR|Kisar|MALUKU||9|NOT_KNOWN|||
"8ec21fb4-62a2-4587-8d66-353ea745bfe5"|||false|Admin|2023-08-01 12:00:20.790||2023-08-02 01:00:03.197|true|""||MALUKU TENGGARA BARAT|"957"|||PELNI|Y|Y|NOT_KNOWN|||||-7.15305|"131.714"||||""||NOT_KNOWN|LRT|Larat|MALUKU||9|NOT_KNOWN|||
cf23d85b-0c33-4894-856d-362e2a1c52c4|||false|Admin|2023-08-01 12:00:20.792||2023-08-02 01:00:03.199|true|""||KEPULAUAN ARU|"944"|||PELNI|Y|Y|NOT_KNOWN|||||-5.75495|"134.236"||||""||NOT_KNOWN|DOB|Dobo|MALUKU||9|NOT_KNOWN|||
"30eaba7f-6681-477a-a1d3-ee1ba1621519"|||false|Admin|2023-08-01 12:00:20.795||2023-08-02 01:00:03.201|true|""||SERAM BAGIAN TIMUR|"955"|||PELNI|Y|Y|NOT_KNOWN|||||-3.878|"130.9"||||""||NOT_KNOWN|GER|Geser|MALUKU||9|NOT_KNOWN|||
"2a26ded5-07a9-4d74-bab3-343483d0f22b"|||false|Admin|2023-08-01 12:00:20.797||2023-08-02 01:00:03.203|true|""||BURU SELATAN|"929"|||PELNI|Y|Y|NOT_KNOWN|||||None|None||||""||NOT_KNOWN|NRE|Namrole|MALUKU||9|NOT_KNOWN|||
"05aa9d6c-6999-4f7a-b4d6-7dddca9db337"|||false|Admin|2023-08-01 12:00:20.799||2023-08-02 01:00:03.205|true|Jl. Jend. Sudirman No. 37, Biak 98115||BIAK NUMFOR|"973"|3219.00|350.00|PELNI|Y|Y|AVAILABLE|Pipa Dermaga||1.50|4.00|-1.18419|"136.077"||||"08129921434"|BUDI WIBOWO|NOT_KNOWN|BIK|Biak|PAPUA|50.00|9|NOT_KNOWN||"7 meter"|"200 meter"
ff9be82b-1fa7-4996-8f5e-c43a70e2ba3c|||false|Admin|2023-08-01 12:00:20.801||2023-08-02 01:00:03.207|true|Jl. Izak Telussa No. 5, Fak-Fak 98611||FAKFAK|"976"|1.50|1.00|PELNI|Y|Y|AVAILABLE|Selang||2.50|5.00|-2.93258|"132.31"||||"081320031119"|Berryl Insanul Firdaus|AVAILABLE|FKQ|Fak-fak|PAPUA BARAT|35.00|9|NOT_AVAILABLE||"15 - 30 meters"|"200 meter"
"227d5884-a767-4113-b500-999caf5d7c02"|||false|Admin|2023-08-01 12:00:20.803||2023-08-02 01:00:03.209|true|Jl. Pelabuhan No. 04, Kaimana - Papua Barat||KAIMANA|"977"|237.00|5.00|PELNI|Y|Y|AVAILABLE|Pipa Dermaga||5.00|7.00|-3.66178|"133.761"||||"082348666827"|SURAHMAN|NOT_AVAILABLE|KNG|Kaimana|PAPUA BARAT|6.00|9|NOT_AVAILABLE||Dermaga Selatan = 7 meter; Dermaga Utara = 8 meter|"120 meter"
"8a2f3ea5-ffc5-475b-a8e0-a22ab001d20f"|||false|Admin|2023-08-01 12:00:20.806||2023-08-02 01:00:03.211|true|Selat Makassar, banggae, majene, sulawesi barat, Kabupaten Majene, Sulawesi Barat||KEPULAUAN YAPEN|"975"|||PELNI|Y|Y|NOT_KNOWN|||||-1.88621|"136.245"||||""||NOT_KNOWN|ZRI|Serui|PAPUA||9|NOT_KNOWN|||
"6c52555f-7600-41ee-8a2a-9927a743c8b5"|||false|Admin|2023-08-01 12:00:20.808||2023-08-02 01:00:03.213|true|""||PADANG|"191"|||PELNI|Y|Y|NOT_KNOWN|-||||-0.965725|"100.353"||||"081399137010"|INDRIA PRIJATNA|NOT_KNOWN|TBY|Teluk Bayur|SUMATERA BARAT||7|NOT_KNOWN||-|-
f91b8acf-75a8-41c4-bf45-59a2395715d8|||false|Admin|2023-08-01 12:00:20.811||2023-08-02 01:00:03.215|true|""||KOTABARU|"996"|||PELNI|Y|Y|NOT_KNOWN|||||None|None||||""||NOT_KNOWN|KTB|Kotabaru|KALIMANTAN SELATAN||8|NOT_KNOWN|||
"80a4b48e-2bbb-42f8-b0f5-aed166f81eb3"|||false|Admin|2023-08-01 12:00:20.813||2023-08-02 01:00:03.218|true|Jl. Kesatria No. 2, Bima 84116, Nusa Tenggara Barat||BIMA|"655"|12000.00|800.00|PELNI|Y|Y|NOT_KNOWN|Pipa dermaga||5.00|8.00|-8.444626|"118.71112"||||"08128000397"|PUJI ASMORO|NOT_KNOWN|BMU|Bima|NUSA TENGGARA BARAT||8|NOT_KNOWN||"7 - 8 meter"|"142 meter"
bb5c997e-f3ac-4b41-92d1-23458aa5c1f1|||false|Admin|2023-08-01 12:00:20.815||2023-08-02 01:00:03.220|true|Jl. Lakidende No. 10, Kendari, Sulawesi Tenggara.||KENDARI|"922"|15.00|170.00|PELNI|Y|Y|AVAILABLE|Mobil Tangki||1.00|2.00|-2.53739|"121.974"||||"081281152495"|AGUSTINUS P. WICAKSONO|AVAILABLE|KDI|Kendari|SULAWESI TENGGARA|5.00|8|AVAILABLE||"9 meter"|"200 meter"
c04466cf-3aa8-41a0-8394-552373a24b41|||false|Admin|2023-08-01 12:00:20.818||2023-08-02 01:00:03.222|true|Jl. Coaster No. 10 Pel. Tg. Emas Semarang||SEMARANG|"494"|1.73|100.00|PELNI|Y|Y|AVAILABLE|Pipa Dermaga||0.30|1.00|-175.8223|"30.790016"||||"08161693341"|INDRA MAULANA|AVAILABLE|SRG|Tanjung Emas|JAWA TENGAH|25.00|7|AVAILABLE||Samudra 9 meter; Coaster 7 meter|Dermaga Samudra 575 meter; Dermaga Coaster 490 meter
d7f680b0-bee8-411a-adc5-aa56eabf72db|||false|Admin|2023-08-01 12:00:20.820||2023-08-02 01:00:03.224|true|Jl. Jend. Ahmad Yani, Kompleks Pelabuhan Sorong||SORONG|"971"|2.50|9.00|PELNI|Y|Y|NOT_KNOWN|Pipa Dermaga, Tongkang, dan Mobil Tangki||1.00|2.00|-0.8822873|"131.25055"||||"081247350324"|M. LUTFI ISRAR SUTAN|NOT_KNOWN|SOQ|Sorong|PAPUA BARAT|30.00|9|NOT_KNOWN||"7 meter"|"440 meter"
"00739854-654f-469c-b5af-31680f7ae36e"|||false|Admin|2023-08-01 12:00:20.823||2023-08-02 01:00:03.227|true|""||MANGGARAI BARAT|"662"|||PELNI|N|Y|NOT_KNOWN|||||None|None||||""||NOT_KNOWN|LBO|Labuan Bajo|NUSA TENGGARA TIMUR||8|NOT_KNOWN|||
"51eb8d94-2e63-49d4-b6ca-34d95a97f4af"|||false|Admin|2023-08-01 12:00:20.825||2023-08-02 01:00:03.229|true|Banda Sea, Mola Utara, Wangi-Wangi Sel., Kabupaten Wakatobi, Sulawesi Tenggara 93795||WAKATOBI|"923"|3.00|1.00|PELNI|N|Y|NOT_KNOWN|Mobil Tangki||0.50|3.00|-5.3356404|"123.53382"||||"081280902089"|JUNI SAMSUDIN|NOT_KNOWN|WCI|Wanci|SULAWESI TENGGARA|10000.00|8|NOT_KNOWN||"6 meter"|"150 meter"
"2d3dbda7-b0fd-4d58-8376-c676816189f2"|||false|Admin|2023-08-01 12:00:20.828||2023-08-02 01:00:03.231|true|Kabuloang, Kalukku, Kabupaten Mamuju, Sulawesi Barat 91561||MINAHASA TENGGARA|"894"|||PELNI|N|Y|NOT_KNOWN|-||||None|None||||"081347056665"|HERMAN HAMID|NOT_KNOWN|BLG|Belang|SULAWESI UTARA||8|NOT_KNOWN||"12 m"|"102 m"
"556d8877-9f54-432a-a055-b373e287eeb8"|||false|Admin|2023-08-01 12:00:20.830||2023-08-02 01:00:03.233|true|""||BANGKA SELATAN|"338"|||PELNI|N|Y|NOT_KNOWN|-||||None|None||||"081399137010"|INDRIA PRIJATNA|NOT_KNOWN|SDI|Sadai|KEPULAUAN BANGKA BELITUNG||7|NOT_KNOWN||-1,0 m lws|"100 m"
a82ca9c3-9596-465c-910e-f4371d44c198|||false|Admin|2023-08-01 12:00:20.833||2023-08-02 01:00:03.235|true|JL.Kathedral No. 2 Ende||NAGEKO|"663"|1.00|1.00|PELNI|N|Y|AVAILABLE|Pakai Mobil Tangki||7.00|10.00|-8.84532|"121.643"||||"081248094889"|FIRMAN KURNIAWAN SUSANTO|NOT_KNOWN|MOT|Marapokot|NUSA TENGGARA TIMUR|5.00|8|NOT_KNOWN||"12 - 15 meter"|"157 meter"
af181acc-3b91-46f0-8f76-006dcd4b2d9f|||false|Admin|2023-08-01 12:00:20.835||2023-08-02 01:00:03.237|true|-||KARIMUN|"266"|||PELNI|N|Y|NOT_KNOWN|Pengisian lewat lori air||4.55|3.50|"0.5929"|"103.26223"||||"077723570"|AGUS HERIANTA|NOT_KNOWN|TJB|Tanjung Balai Karimun|KEPULAUAN RIAU||7|NOT_KNOWN||-8,5 lws|"60m x 7,5m"
"45e1d4b0-0bd1-4ebd-8057-d221bf6559d0"|||false|Admin|2023-08-01 12:00:20.838||2023-08-02 01:00:03.239|true|Wayabula, Morotai Sel. Bar., Kabupaten Pulau Morotai, Maluku Utara||PULAU MERANTI|"926"|||PELNI|N|Y|NOT_KNOWN|-||||None|None||||"082194361760"|DJASMAN|NOT_KNOWN|MRT|Meranti/Dorak|RIAU||7|NOT_KNOWN||"6 - 7 m"|"130 m"
"942372ec-6230-44e4-8edd-b2b5a5bd3e20"|||false|Admin|2023-08-01 12:00:20.840||2023-08-02 01:00:03.241|true|Talumolo, Dumbo Raya, Kota Gorontalo, Gorontalo 96133||KETAPANG|"715"|||PELNI|N|Y|NOT_KNOWN|||||None|None||||""||NOT_KNOWN|KTP|Sukabangun Ketapang|KALIMANTAN BARAT||7|NOT_KNOWN|||
f7299187-8612-4691-a2be-f9471192dc21|||false|Admin|2023-08-01 12:00:20.842||2023-08-02 01:00:03.243|true|""||KOTAWARINGIN BARAT|"324"|||PELNI|N|Y|NOT_KNOWN|||||None|None||||""||NOT_KNOWN|PLB|Pangkalan Bun|KALIMANTAN TENGAH||7|NOT_KNOWN|||
c25a055c-9301-48e7-9650-0ceed22a0ced|||false|Admin|2023-08-01 12:00:20.845||2023-08-02 01:00:03.246|true|Terempa Bar., Siantan, Kabupaten Kepulauan Anambas, Kepulauan Riau||KEPULAUAN ANAMBAS|"252"|500.00|200.00|PELNI|Y|Y|NOT_KNOWN|-||3.00|5.00|"3.27516"|"106.242"||||"081357768897"|SYAHRUL AKBAR|NOT_KNOWN|TMP|Tarempa|KEPULAUAN RIAU||7|NOT_KNOWN||-|"135 m"
"1d13d72b-741b-4272-86d4-d42f710113b3"|||false|Admin|2023-08-01 12:00:20.847||2023-08-02 01:00:03.248|true|""||KEPULAUAN ANAMBAS|"269"|700.00|300.00|PELNI|Y|Y|NOT_KNOWN|-||3.00|5.00|"2.99203"|"105.695"||||"081357768897"|SYAHRUL AKBAR|NOT_KNOWN|LTG|Letung|KEPULAUAN RIAU||7|NOT_KNOWN||-|"269 m"
ffe0f370-0b31-4d63-9e7f-10425a8dc93b|||false|Admin|2023-08-01 12:00:20.851||2023-08-02 01:00:03.249|true|Toweka, Galela, Kabupaten Halmahera Utara, Maluku Utara||NATUNA|"246"|500.00|400.00|PELNI|Y|Y|AVAILABLE|"0"||3.00|5.00|"2.989606"|"107.76395"||||"081357768897"|SYAHRUL AKBAR|AVAILABLE|MDA|Midai|KEPULAUAN RIAU|0.00|7|AVAILABLE||"0"|"130 m"
d4c6e479-485e-48f4-8f31-625934589b90|||false|Admin|2023-08-01 12:00:20.854||2023-08-02 01:00:03.251|true|""||NATUNA|"255"|1500.00|200.00|PELNI|Y|Y|NOT_KNOWN|-||3.00|5.00|"2.49"|"109.01"||||"081357768897"|SYAHRUL AKBAR|NOT_KNOWN|SRS|Serasan|KEPULAUAN RIAU||7|NOT_KNOWN||-|"105 m"
"4746d329-6f16-4e45-9cbc-7245ef40d5d6"|||false|Admin|2023-08-01 12:00:20.856||2023-08-02 01:00:03.253|true|""||NATUNA|"725"|1500.00|900.00|PELNI|N|Y|NOT_KNOWN|-||3.00|5.00|-5.65|"132.99"||||"081357768897"|SYAHRUL AKBAR|NOT_KNOWN|STA|Selat Lampa|KEPULAUAN RIAU||7|NOT_KNOWN||-|"90 m"
"55c79ac1-55fa-4726-b3f8-f3264fbb674d"|||false|Admin|2023-08-01 12:00:20.859||2023-08-02 01:00:03.254|true|Kota Uneng, Alok, Kabupaten Sikka, Nusa Tenggara Tim.||SIKA|"683"|||PELNI|Y|Y|NOT_KNOWN|||||-8.61983|"122.219"||||""||NOT_KNOWN|MOF|Maumere /Laurentius Say|NUSA TENGGARA TIMUR||8|NOT_KNOWN|||
"85c90424-c458-4045-8719-459d9074f3cf"|||false|Admin|2023-08-01 12:00:20.861||2023-08-02 01:00:03.256|true|Teluk Mutiara, Kabupaten Alor, Nusa Tenggara Timur||ALOR|"694"|||PELNI|Y|Y|NOT_KNOWN|||||-8.22369|"124.515"||||""||NOT_KNOWN|KBH|Kalabahi|NUSA TENGGARA TIMUR||8|NOT_KNOWN|||
"0b4c8502-405b-4950-9cdc-049b94c16047"|||false|Admin|2023-08-01 12:00:20.864||2023-08-02 01:00:03.258|true|||SUMBA BARAT DAYA|"673"|||PELNI|Y|Y|NOT_KNOWN||||||||||||NOT_KNOWN|WIO|Waikelo|NUSA TENGGARA TIMUR||8|NOT_KNOWN|||
"5e427eb6-c2bc-4257-bf39-aee0eadc1156"|||false|Admin|2023-08-01 12:00:20.866||2023-08-02 01:00:03.260|true|""||MALUKU BARAT DAYA|"959"|||PELNI|Y|Y|NOT_KNOWN|||||-8.10558|"127.817"||||""||NOT_KNOWN|KWU|Moa|MALUKU||9|NOT_KNOWN|||
ea569719-3919-41cc-a2ac-c2e3cb234930|||false|Admin|2023-08-01 12:00:20.868||2023-08-02 01:00:03.262|true|""||MALUKU BARAT DAYA|"958"|||PELNI|Y|Y|NOT_KNOWN|||||-7.86917|"129.592"||||""||NOT_KNOWN|TPA|Tepa|MALUKU||9|NOT_KNOWN|||
e5efe83c-6d0c-4b8c-8025-84ade2e12366|||false|Admin|2023-08-01 12:00:20.870||2023-08-02 01:00:03.264|true|Fagudu, Sanana, Kabupaten Kepulauan Sula, Maluku Utara||KEPULAUAN SULA|"928"|||PELNI|Y|Y|NOT_KNOWN|||||-2.05|"125.98"||||""||NOT_KNOWN|SQN|Sanana|MALUKU UTARA||9|NOT_KNOWN|||
c069f8c4-4a93-4021-9a75-c9aadb3b4a1c|||false|Admin|2023-08-01 12:00:20.873||2023-08-02 01:00:03.266|true|Jl.Said Djong Baadillah No.1 Banda Naira||MALUKU TENGAH|"947"|1.00|125375.00|PELNI|Y|Y|NOT_AVAILABLE|Tidak Tersedia||3.00|5.00|-4.5285697|"129.88885"||||-|Sila Selvina|NOT_AVAILABLE|NDA|Banda Naira|MALUKU||9|NOT_AVAILABLE||"14-15"|"90"
fffec38d-bd22-4058-bb40-00993fa56f62|||false|Admin|2023-08-01 12:00:20.876||2023-08-02 01:00:03.268|true|Olilit, Tanimbar Sel., Kabupaten Maluku Tenggara Barat, Maluku||MALUKU TENGGARA BARAT|"950"|||PELNI|Y|Y|NOT_KNOWN|||||-7.98306|"131.292"||||""||NOT_KNOWN|SXK|Saumlaki|MALUKU||9|NOT_KNOWN|||
f757a369-8a39-4910-a47f-68dad517d1fb|||false|Admin|2023-08-01 12:00:20.879||2023-08-02 01:00:03.269|true|Jl. Pelabuhan Baru No. 1 Agats Kab. Asmat Papua||ASMAT|"948"|0.00|0.00|PELNI|Y|Y|NOT_KNOWN|"0"||0.00|0.00|-5.522|"138.138"||||"0"|"0"|NOT_KNOWN|AGS|Agats|PAPUA SELATAN|0.00|9|NOT_KNOWN||"0"|"0"
"3bd1c07f-44b1-4fb8-becc-e6faa9882fb3"|||false|Admin|2023-08-01 12:00:20.882||2023-08-02 01:00:03.272|true|Jl. Sabang No. 318, Merauke 99613||MERAUKE|"979"|10.00|500.00|PELNI|Y|Y|AVAILABLE|Mobil Tangki||5.00|12.00|-8.47463|"140.389"||||"08114917878"|I KOMANG BUDI SWASTAWAN|AVAILABLE|MKQ|Merauke|PAPUA SELATAN|6.00|9|NOT_AVAILABLE||"4 - 7 meter"|"333 meter"
"09d8f97b-a99e-4644-9460-f8b7eb7f5afb"|||false|Admin|2023-08-01 12:00:20.884||2023-08-02 01:00:03.274|true|Jl. Frans Kaisiepo No. 14, Nabire||NABIRE|"982"|2.50|205.00|PELNI|Y|Y|NOT_KNOWN|Pipa Dermaga||4.00|7.00|"135.58824"|-3.2212207||||"081228068888"|SUYATNO, SE.|NOT_KNOWN|NBX|Nabire|PAPUA TENGAH|25.00|9|NOT_KNOWN||"7 meter"|"172 meter"
"1334ec95-cc8a-4464-a263-0b0beee559da"|||false|Admin|2023-08-01 12:00:20.887||2023-08-02 01:00:03.275|true|JL. Samudera N0.1 Tanjung pinang – Kepri ||TANJUNG PINANG|"251"|||PELNI|Y|Y|NOT_KNOWN|||||"0.86088"|"104.612"||||""||NOT_KNOWN|SKJ|Sei Kolak Kijang|KEPULAUAN RIAU||7|NOT_KNOWN|||
"19887a24-9011-425f-bc0c-5f5cd512ba5a"|||false|Admin|2023-08-01 12:00:20.890||2023-08-02 01:00:03.277|true|Jl. Tanjung Perak Timur No. 620||SURABAYA|"563"|0.00|0.00|PELNI|Y|Y|AVAILABLE|ada||0.00|0.00|-7.19812|"112.733"||||"08125840980"|RIDWAN MANDALIKO, SE|AVAILABLE|SUB|Tanjung Perak|JAWA TIMUR|0.00|7|AVAILABLE||"0"|"0"
"7d09ed71-36f8-40bf-996a-5a09bae5dc3d"|||false|Admin|2023-08-01 12:00:20.893||2023-08-02 01:00:03.279|true|Jl. Sam Ratulangi No. 7, Bitung 95511, Sulawesi Utara||BITUNG|"835"|9.00|800.00|PELNI|Y|Y|AVAILABLE|Pipa Dermaga/Tongkang/Mobil Tangki||1.20|1.80|"1.4436483"|"125.20453"||||"081230445865"|M. BEST DONGORAN, S.AP.|AVAILABLE|BIT|Bitung|SULAWESI UTARA|40.00|8|AVAILABLE||"6 - 10 meter"|Samudra 607 meter; Nusantara 652 meter
"265e3742-f63d-47a8-941f-11effec8a68a"|||false|Admin|2023-08-01 12:00:20.896||2023-08-02 01:00:03.281|true|""||HALMAHERA UTARA|"941"|||PELNI|Y|Y|NOT_KNOWN|-||||"1.72"|"128.01"||||"082194361760"|DJASMAN|NOT_KNOWN|TBO|Tobelo|MALUKU UTARA||9|NOT_KNOWN||"7-8 m"|"150 m"
"1b6b1e35-570c-4a43-bc1a-9f7715cc2f08"|||false|Admin|2023-08-01 12:00:20.899||2023-08-02 01:00:03.283|true|""||KAB. TUAL|"949"|10.00|5.00|PELNI|Y|Y|AVAILABLE|Mobil Tangki||2.00|3.00|-5.62852|"132.73883"||||"082399248081"|BAMBANG SIGIT P|NOT_KNOWN|TUA|Tual|MALUKU|20.00|9|NOT_KNOWN||"12 meter"|"302 meter"
"25bbc269-e619-47e4-ad47-7c90cb898da8"|||false|Admin|2023-08-01 12:00:20.902||2023-08-02 01:00:03.285|true|||BONTANG|"898"|||PELNI|N|Y|NOT_KNOWN||||||||||||NOT_KNOWN|LTU|Lhok Tuan|KALIMANTAN TIMUR||8|NOT_KNOWN|||
"5267592e-5d29-4fdf-8975-7ade3bd50b39"|||false|Admin|2023-08-01 12:00:20.905||2023-08-02 01:00:03.287|true|Jl. Kompleks Pelabuhan Pantoloan No. 23, Pantoloan 94352, Sulawesi Tengah||PALU|"863"|12.00|150.00|PELNI|Y|Y|NOT_KNOWN|Pipa Dermaga||1.00|2.00|"119.855865"|-0.71057415||||"081382949358"|DICKY DERMAWANDI|AVAILABLE|PTL|Pantoloan|SULAWESI TENGAH|60.00|8|AVAILABLE||"8 meter"|"280 meter"
"6a01e7c5-05e6-4ab7-a706-f0936f32a837"|||false|Admin|2023-08-01 12:00:20.908||2023-08-02 01:00:03.289|true|Jl. Nusantara No.378, Butung, Kec. Wajo, Kota Makassar, Sulawesi Selatan 90173||MAKASAR|"893"|||PELNI|Y|Y|AVAILABLE|Tersedia||||"5.0725"|"119.222"||||"081228409335"|AKHMAD SADIKIN|NOT_KNOWN|MAK|Makassar|SULAWESI SELATAN||8|NOT_KNOWN||"18 m lws"|-
"2328f72b-7c5e-4af1-8978-9601700c35c3"|||false|Admin|2023-08-01 12:00:20.911||2023-08-02 01:00:03.291|true|Jl. Yos Sudarso Ujung, Ombolata Ulu, Gn. Sitoli, Kota Gunungsitoli||GUNUNGSITOLI|"160"|||PELNI|Y|Y|NOT_KNOWN|-||||"1.29372"|"97.6122"||||"08122925037"|AGUS NUGROHO|NOT_KNOWN|GNS|Gunung Sitoli|SUMATERA UTARA||7|NOT_KNOWN||-|-
c2f757c2-442b-4fce-9a53-4292baf0f776|||false|Admin|2023-08-01 12:00:20.914||2023-08-02 01:00:03.292|true|Jl. Yos Sudarso No. 30, Prapatan, Balipapan Selatan||BALIKPAPAN|"803"|19312.00|150.00|PELNI|N|Y|NOT_KNOWN|Selang Dermaga||1.50|3.00|-1.26835|"116.809"||||"085230007575"|PURWADI|NOT_KNOWN|BPN|Semayang|KALIMANTAN TIMUR|30.00|8|NOT_KNOWN||"7 - 9 meter"|"480 meter"
"268f0392-8e92-4f27-9a11-5c2703cf62df"|||false|Admin|2023-08-01 12:00:20.917||2023-08-02 01:00:03.294|true|Jl. Raya Kuta No. 299, Tuban - Denpasar, Bali||DENPASAR|"613"|480.00|150250.00|PELNI|N|Y|AVAILABLE|Selang Dermaga||1.00|3.00|-8.74296|"115.212"||||"085338062870"|I.B.A PUTRA KENCANA|NOT_KNOWN|BOA|Benoa|BALI|40.00|8|NOT_KNOWN||Dermaga Timur = 9 meter; Dermaga Selatan = 9 meter; Dermaga Barat = 3,5 meter|Dermaga Timur = 340 meter; Dermaga Barat = 150 meter; Dermaga Selatan = 205 meter
"37463b21-4d37-4327-839a-56985cdc8aa0"|||false|Admin|2023-08-01 12:00:20.920||2023-08-02 01:00:03.296|true|Jl. Gunung Krakatau No. 17A, Medan - Kesawan||MEDAN|"144"|13000.00|120.00|PELNI|Y|Y|NOT_KNOWN|Pipa Dermaga/Tongkang||1.00|4.00|"3.77864"|"98.6992"||||"08122925037"|AGUS NUGROHO|NOT_KNOWN|BLW|Belawan|SUMATERA UTARA|40.00|7|NOT_KNOWN||"8 meter"|"688 meter (Dermaga 01 - 08)"
"123da461-dbcb-4de3-9a2a-3575379a4d14"|||false|Admin|2023-08-01 12:00:20.923||2023-08-02 01:00:03.298|true|Pancuran Bambu, Sibolga Sambas, Kota Sibolga,||SIBOLGA|"159"|4.00|150300.00|PELNI|N|Y|AVAILABLE|Tersedia||1.00|2.00|"1.734"|"98.7771"||||"08122925037"|AGUS NUGROHO|AVAILABLE|SLG|Sibolga|SUMATERA UTARA||7|AVAILABLE||"6 m lws"|"153 m"
"72346087-6a6a-462b-a434-913d6f2e5ca9"|||false|Admin|2023-08-01 12:00:20.927||2023-08-02 01:00:03.300|true| Kota Baru, Ternate Tengah, Kota Ternate, Maluku Utara||TERNATE|"942"|8.00|1000.00|PELNI|Y|Y|NOT_KNOWN|-||2.00|0.90|"0.78055"|"127.389"||||"082194361760"|DJASMAN|NOT_KNOWN|TEI|Ternate|MALUKU UTARA||9|NOT_KNOWN||-|-
